Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanInt_n480_ds_10.txt	368938.00		365723.600	2164.117		16.659	0.237
RanInt_n480_ss_01.txt	354913.00		353453.800	1450.370		8.584	0.170
RanInt_n480_ss_02.txt	354749.00		353857.200	929.465		8.467	0.078
RanInt_n480_ss_03.txt	353908.00		352565.400	1055.607		8.527	0.197
RanInt_n480_ss_04.txt	355126.00		352940.400	2310.045		8.505	0.173
RanInt_n480_ss_05.txt	356175.00		351313.600	3595.466		8.569	0.279
RanInt_n480_ss_06.txt	355813.00		353567.000	1481.915		8.604	0.172
RanInt_n480_ss_07.txt	354916.00		351659.400	2800.812		8.763	0.147
RanInt_n480_ss_08.txt	355685.00		353655.000	1687.134		8.513	0.162
RanInt_n480_ss_09.txt	354909.00		352973.400	1959.969		8.715	0.216
RanInt_n480_ss_10.txt	355782.00		353336.800	1535.304		8.682	0.261
RanInt_n960_ds_01.txt	1162937.00		1159550.200	3322.606		36.173	0.512
RanInt_n960_ds_02.txt	1165388.00		1154642.800	7319.844		36.515	0.933
RanInt_n960_ds_03.txt	1165003.00		1158202.800	4675.778		35.786	0.542
RanInt_n960_ds_04.txt	1164174.00		1160345.600	3838.331		36.150	0.860
RanInt_n960_ds_05.txt	1166989.00		1161029.200	3828.027		36.212	0.581
RanInt_n960_ds_06.txt	1170990.00		1161032.600	7849.796		35.584	0.443
RanInt_n960_ds_07.txt	1169144.00		1167138.400	2914.069		35.522	0.121
RanInt_n960_ds_08.txt	1167696.00		1163276.200	5125.285		35.820	0.568
RanInt_n960_ds_09.txt	1165402.00		1153762.000	8545.656		36.259	1.081
RanInt_n960_ds_10.txt	1169045.00		1161015.400	6227.987		36.266	0.608
RanInt_n960_ss_01.txt	1143511.00		1142065.800	1670.464		18.688	0.365
RanInt_n960_ss_02.txt	1146594.00		1139193.000	6553.481		18.723	0.485
RanInt_n960_ss_03.txt	1148330.00		1143912.200	5176.788		18.821	0.619
RanInt_n960_ss_04.txt	1145731.00		1142745.800	2059.587		18.926	0.396
RanInt_n960_ss_05.txt	1146805.00		1141727.000	5046.126		19.178	1.001
RanInt_n960_ss_06.txt	1149703.00		1139761.600	7269.810		19.172	0.641
RanInt_n960_ss_07.txt	1152469.00		1142396.800	8551.051		18.897	0.303
RanInt_n960_ss_08.txt	1146439.00		1135780.600	5929.748		19.344	0.656
RanInt_n960_ss_09.txt	1147394.00		1135480.000	6821.830		19.050	0.551
RanInt_n960_ss_10.txt	1150697.00		1143749.000	5067.498		18.547	0.207
RanReal_n120_ds_01.txt	47689.11		47374.214	312.744		3.545	0.053
RanReal_n120_ds_02.txt	48279.46		47809.029	555.772		3.623	0.094
RanReal_n120_ds_03.txt	47643.76		47294.087	381.481		3.590	0.036
RanReal_n120_ds_04.txt	48001.62		47763.454	174.130		3.571	0.080
RanReal_n120_ds_05.txt	47413.05		46958.489	532.504		3.595	0.125
RanReal_n120_ds_06.txt	48059.57		47731.014	188.013		3.632	0.066
RanReal_n120_ds_07.txt	47459.18		47248.906	136.876		3.564	0.041
RanReal_n120_ds_08.txt	48446.80		47662.381	427.195		3.603	0.060
RanReal_n120_ds_09.txt	47603.60		47490.138	68.712		3.610	0.046
RanReal_n120_ds_10.txt	47358.90		46697.482	462.464		3.668	0.078
RanReal_n120_ss_01.txt	45603.69		44940.728	417.332		1.957	0.080
RanReal_n120_ss_02.txt	44965.32		44592.035	209.036		1.932	0.068
RanReal_n120_ss_03.txt	45202.26		44790.633	230.391		1.900	0.109
RanReal_n120_ss_04.txt	45235.45		44991.739	224.234		1.852	0.034
RanReal_n120_ss_05.txt	44811.78		44440.365	327.491		1.870	0.068
RanReal_n120_ss_06.txt	45016.20		44612.176	236.443		1.944	0.102
RanReal_n120_ss_07.txt	44360.75		44128.287	233.926		1.994	0.099
RanReal_n120_ss_08.txt	45288.89		45034.114	392.538		1.861	0.044
RanReal_n120_ss_09.txt	45399.52		45062.765	401.255		1.953	0.076
RanReal_n120_ss_10.txt	45233.45		44694.474	365.078		1.922	0.075
RanReal_n240_ds_01.txt	151889.00		151287.198	698.933		7.740	0.124
RanReal_n240_ds_02.txt	153582.88		152362.191	797.802		7.714	0.123
RanReal_n240_ds_03.txt	151159.11		149834.842	859.550		7.832	0.161
RanReal_n240_ds_04.txt	154164.73		152363.798	1341.144		7.809	0.169
RanReal_n240_ds_05.txt	151951.48		150878.198	707.945		7.649	0.109
RanReal_n240_ds_06.txt	154096.44		153295.127	633.913		7.656	0.063
RanReal_n240_ds_07.txt	151871.13		150863.987	959.819		7.781	0.198
RanReal_n240_ds_08.txt	150117.18		149409.499	1087.919		7.865	0.095
RanReal_n240_ds_09.txt	151750.29		150581.879	700.697		7.802	0.140
RanReal_n240_ds_10.txt	151980.58		151515.396	252.596		7.773	0.066
RanReal_n240_ss_01.txt	147078.16		146370.581	531.056		4.066	0.204
RanReal_n240_ss_02.txt	147277.00		146627.214	401.463		4.143	0.152
RanReal_n240_ss_03.txt	148192.70		146908.634	1029.176		4.010	0.049
RanReal_n240_ss_04.txt	147754.63		146688.510	810.288		4.089	0.182
RanReal_n240_ss_05.txt	147392.73		146304.779	616.093		3.997	0.083
RanReal_n240_ss_06.txt	148453.54		146770.658	1204.019		4.263	0.210
RanReal_n240_ss_07.txt	147988.64		146968.385	589.705		4.004	0.142
RanReal_n240_ss_08.txt	147861.20		147182.018	661.107		3.958	0.058
RanReal_n240_ss_09.txt	146216.36		145392.270	811.737		4.339	0.200
RanReal_n240_ss_10.txt	147660.33		147085.132	768.870		3.978	0.084
RanReal_n480_ds_01.txt	363745.48		362187.756	1706.452		16.235	0.164
RanReal_n480_ds_02.txt	363508.10		359762.838	3389.011		16.575	0.378
RanReal_n480_ds_03.txt	364026.75		360898.311	1623.069		16.492	0.346
RanReal_n480_ds_04.txt	366383.62		363507.494	2068.085		16.399	0.217
RanReal_n480_ds_05.txt	361278.16		359777.988	1396.727		16.435	0.173
RanReal_n480_ds_06.txt	364052.77		362385.891	1212.681		16.664	0.207
RanReal_n480_ds_07.txt	363917.63		361182.798	1651.930		16.509	0.157
RanReal_n480_ds_08.txt	364800.22		363307.125	1758.814		16.624	0.340
RanReal_n480_ds_09.txt	364687.09		362807.631	2288.690		16.298	0.189
RanReal_n480_ds_10.txt	367623.34		365580.576	2761.797		16.444	0.323
RanReal_n480_ss_01.txt	353929.97		349755.702	3541.896		9.025	0.472
RanReal_n480_ss_02.txt	353458.28		350742.736	2006.303		8.667	0.202
RanReal_n480_ss_03.txt	354487.44		352841.655	1656.572		8.690	0.107
RanReal_n480_ss_04.txt	353759.00		351845.269	1108.113		8.609	0.190
RanReal_n480_ss_05.txt	354594.59		352880.398	1614.169		8.461	0.172
RanReal_n480_ss_06.txt	354805.34		353665.473	833.914		8.372	0.105
RanReal_n480_ss_07.txt	354953.06		350838.891	2446.109		8.820	0.373
RanReal_n480_ss_08.txt	350179.72		348839.218	1318.876		8.792	0.230
RanReal_n480_ss_09.txt	352749.84		350234.701	1485.362		8.592	0.134
RanReal_n480_ss_10.txt	355688.41		354037.038	1279.247		8.575	0.217
RanReal_n960_ds_01.txt	1169693.61		1159268.321	13140.129		35.637	1.216
RanReal_n960_ds_02.txt	1168564.65		1159058.000	7912.559		35.632	0.562
RanReal_n960_ds_03.txt	1172312.50		1165338.779	5075.183		35.425	0.398
RanReal_n960_ds_04.txt	1170503.38		1166418.091	3845.727		35.373	0.444
RanReal_n960_ds_05.txt	1168907.24		1161135.850	5100.122		35.252	0.311
RanReal_n960_ds_06.txt	1165427.49		1154871.357	6988.845		35.817	0.647
RanReal_n960_ds_07.txt	1167423.08		1160630.486	3792.195		35.617	0.661
RanReal_n960_ds_08.txt	1165548.19		1159950.907	5315.956		35.551	0.374
RanReal_n960_ds_09.txt	1166988.02		1163577.668	3360.678		34.950	0.253
RanReal_n960_ds_10.txt	1172168.12		1166849.226	4732.704		35.401	0.341
RanReal_n960_ss_01.txt	1146224.98		1138661.942	8070.888		18.489	0.612
RanReal_n960_ss_02.txt	1146796.56		1141177.843	6382.885		18.841	0.718
RanReal_n960_ss_03.txt	1143836.04		1138370.933	4166.612		19.045	0.629
RanReal_n960_ss_04.txt	1146091.67		1140393.893	4905.711		18.542	0.200
RanReal_n960_ss_05.txt	1143565.49		1134748.068	8958.547		19.103	0.620
RanReal_n960_ss_06.txt	1144419.13		1139189.179	5617.553		18.739	0.402
RanReal_n960_ss_07.txt	1145995.82		1137858.884	8879.808		18.947	0.784
RanReal_n960_ss_08.txt	1141290.02		1135398.919	6159.144		18.831	0.466
RanReal_n960_ss_09.txt	1144500.82		1133613.511	5807.150		18.900	0.243
RanReal_n960_ss_10.txt	1146060.09		1140097.000	5373.265		19.285	0.681


############################GRASP############################

Geo_n120_ds_01.txt	111483.78		110525.682	859.870		3.610	0.051
Geo_n120_ds_02.txt	61694.47		61395.642	312.622		3.651	0.056
Geo_n120_ds_03.txt	51917.23		51722.585	146.908		3.627	0.055
Geo_n120_ds_04.txt	80467.31		80353.599	199.357		3.651	0.087
Geo_n120_ds_05.txt	121118.52		120288.211	807.014		3.674	0.113
Geo_n120_ds_06.txt	135971.56		135664.375	190.398		3.693	0.061
Geo_n120_ds_07.txt	108075.86		107910.592	198.919		3.669	0.060
Geo_n120_ds_08.txt	87780.45		87744.952	21.697		3.666	0.046
Geo_n120_ds_09.txt	94910.89		94566.850	174.170		3.635	0.071
Geo_n120_ds_10.txt	65176.37		65095.786	110.789		3.612	0.041
Geo_n120_ss_01.txt	101329.27		101294.700	23.021		1.968	0.056
Geo_n120_ss_02.txt	54692.80		54677.886	23.055		1.994	0.068
Geo_n120_ss_03.txt	47552.86		47524.747	16.833		1.874	0.009
Geo_n120_ss_04.txt	73322.50		73232.725	70.593		1.961	0.044
Geo_n120_ss_05.txt	112347.44		112287.361	43.034		1.943	0.049
Geo_n120_ss_06.txt	125093.87		124988.365	82.982		1.993	0.050
Geo_n120_ss_07.txt	98209.35		98125.449	50.209		1.998	0.098
Geo_n120_ss_08.txt	79760.85		79678.287	52.430		2.046	0.071
Geo_n120_ss_09.txt	86972.86		86944.415	23.197		1.972	0.101
Geo_n120_ss_10.txt	60069.39		60050.040	27.121		2.080	0.073
Geo_n240_ds_01.txt	199906.08		199611.693	188.125		7.888	0.096
Geo_n240_ds_02.txt	346393.04		345949.281	395.862		8.112	0.242
Geo_n240_ds_03.txt	216514.58		216141.877	338.527		7.926	0.243
Geo_n240_ds_04.txt	262903.35		262466.835	365.059		7.899	0.107
Geo_n240_ds_05.txt	312441.43		311464.431	729.305		7.900	0.149
Geo_n240_ds_06.txt	357829.03		357382.853	296.946		7.784	0.058
Geo_n240_ds_07.txt	340807.29		338465.737	1688.184		7.985	0.118
Geo_n240_ds_08.txt	130860.52		130689.974	157.131		7.967	0.119
Geo_n240_ds_09.txt	408943.47		408323.361	821.544		8.128	0.118
Geo_n240_ds_10.txt	354179.12		353403.341	618.988		7.975	0.161
Geo_n240_ss_01.txt	188567.41		188511.198	36.331		4.204	0.069
Geo_n240_ss_02.txt	329779.05		329622.968	93.054		4.219	0.119
Geo_n240_ss_03.txt	206673.50		206616.567	38.574		4.223	0.114
Geo_n240_ss_04.txt	245924.63		245804.414	65.570		4.289	0.081
Geo_n240_ss_05.txt	298127.97		298067.425	84.957		4.316	0.162
Geo_n240_ss_06.txt	337987.78		337916.931	73.787		4.306	0.084
Geo_n240_ss_07.txt	325517.49		325415.305	56.158		4.325	0.111
Geo_n240_ss_08.txt	126788.52		126773.439	14.522		4.168	0.087
Geo_n240_ss_09.txt	390789.63		390710.961	58.848		4.182	0.078
Geo_n240_ss_10.txt	338834.89		338752.426	51.757		4.235	0.133
Geo_n480_ds_01.txt	580842.70		579479.123	1136.701		16.631	0.352
Geo_n480_ds_02.txt	1086508.45		1085143.739	765.901		16.550	0.158
Geo_n480_ds_03.txt	662243.47		660187.009	1384.035		16.624	0.346
Geo_n480_ds_04.txt	833611.50		831436.429	2031.073		16.715	0.344
Geo_n480_ds_05.txt	985504.66		981980.845	3993.816		16.728	0.257
Geo_n480_ds_06.txt	1009587.97		1007930.955	2246.663		16.529	0.261
Geo_n480_ds_07.txt	862116.11		858936.932	1737.196		16.752	0.260
Geo_n480_ds_08.txt	585539.71		583805.988	1389.169		16.514	0.201
Geo_n480_ds_09.txt	665494.28		663685.753	1263.284		16.742	0.362
Geo_n480_ds_10.txt	934684.18		932298.901	1511.825		16.535	0.148
Geo_n480_ss_01.txt	551176.28		551060.275	86.466		8.950	0.306
Geo_n480_ss_02.txt	1045936.19		1045753.314	154.323		8.637	0.066
Geo_n480_ss_03.txt	632579.95		632408.804	160.036		8.733	0.165
Geo_n480_ss_04.txt	788377.83		788185.161	128.383		8.880	0.210
Geo_n480_ss_05.txt	944403.38		944327.908	58.228		8.807	0.258
Geo_n480_ss_06.txt	965028.23		964782.278	173.516		9.040	0.288
Geo_n480_ss_07.txt	826211.30		826074.481	147.705		8.649	0.122
Geo_n480_ss_08.txt	555528.69		555462.221	81.086		9.023	0.371
Geo_n480_ss_09.txt	635180.39		635074.679	64.065		8.747	0.257
Geo_n480_ss_10.txt	881959.71		881751.208	157.389		8.682	0.099
Geo_n960_ds_01.txt	3357068.91		3350869.952	9543.024		36.108	0.554
Geo_n960_ds_02.txt	1719060.58		1717839.659	911.178		35.925	0.454
Geo_n960_ds_03.txt	3344766.59		3340079.867	4299.504		36.047	0.716
Geo_n960_ds_04.txt	3616287.17		3611180.608	3228.043		36.370	0.604
Geo_n960_ds_05.txt	2336457.62		2334711.968	1555.296		35.896	0.303
Geo_n960_ds_06.txt	3146436.40		3145483.932	1127.956		35.671	0.212
Geo_n960_ds_07.txt	1299621.98		1296279.355	4121.528		35.826	0.359
Geo_n960_ds_08.txt	1719969.83		1718743.072	928.521		36.934	0.718
Geo_n960_ds_09.txt	1892853.86		1891415.577	1134.803		36.050	0.520
Geo_n960_ds_10.txt	2612732.46		2610212.594	3685.627		36.543	1.181
Geo_n960_ss_01.txt	3251000.07		3250654.266	300.118		19.160	0.623
Geo_n960_ss_02.txt	1661702.46		1661499.855	175.742		19.976	0.870
Geo_n960_ss_03.txt	3248167.57		3247982.904	182.022		19.200	0.717
Geo_n960_ss_04.txt	3510796.58		3510524.137	223.576		19.017	0.314
Geo_n960_ss_05.txt	2262071.12		2261747.834	256.502		19.467	0.573
Geo_n960_ss_06.txt	3066472.45		3065858.025	327.616		19.208	0.298
Geo_n960_ss_07.txt	1256575.63		1256413.002	125.296		19.183	0.322
Geo_n960_ss_08.txt	1672120.34		1671992.448	128.066		19.760	0.313
Geo_n960_ss_09.txt	1833491.14		1833219.418	291.249		19.508	0.619
Geo_n960_ss_10.txt	2526117.91		2525715.272	254.096		19.642	1.013
RanInt_n120_ds_01.txt	48908.00		48075.000	443.680		3.711	0.104
RanInt_n120_ds_02.txt	49377.00		48881.600	373.725		3.689	0.081
RanInt_n120_ds_03.txt	47633.00		47245.400	346.052		3.675	0.041
RanInt_n120_ds_04.txt	48342.00		47595.600	450.110		3.789	0.104
RanInt_n120_ds_05.txt	47482.00		47134.400	208.355		3.703	0.087
RanInt_n120_ds_06.txt	47514.00		47305.400	199.417		3.641	0.054
RanInt_n120_ds_07.txt	47755.00		47185.600	392.290		3.728	0.137
RanInt_n120_ds_08.txt	48209.00		47324.400	584.113		3.805	0.114
RanInt_n120_ds_09.txt	48301.00		47651.400	361.300		3.704	0.091
RanInt_n120_ds_10.txt	47882.00		47403.000	419.673		3.692	0.098
RanInt_n120_ss_01.txt	46021.00		45170.200	502.767		1.970	0.056
RanInt_n120_ss_02.txt	45859.00		45640.600	210.474		1.926	0.037
RanInt_n120_ss_03.txt	45394.00		45051.200	199.858		1.958	0.053
RanInt_n120_ss_04.txt	45699.00		45108.200	373.703		2.022	0.125
