Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

Geo_n960_ss_04.txt	6936387.63		6930861.200	4580.942		0.002	0.000
Geo_n960_ss_05.txt	4464842.24		4458287.269	5660.201		0.002	0.000
Geo_n960_ss_06.txt	6057394.35		6052556.895	6012.301		0.002	0.000
Geo_n960_ss_07.txt	2468333.44		2462922.682	5879.806		0.002	0.000
Geo_n960_ss_08.txt	3291023.21		3284933.194	3307.609		0.002	0.000
Geo_n960_ss_09.txt	3613643.73		3610937.526	2527.848		0.002	0.000
Geo_n960_ss_10.txt	4987563.73		4983622.079	2166.909		0.002	0.000
RanInt_n010_ds_01.txt	2368.00		2175.600	178.614		0.000	0.000
RanInt_n010_ds_02.txt	2152.00		1961.200	110.545		0.000	0.000
RanInt_n010_ds_03.txt	2398.00		2125.200	181.842		0.000	0.000
RanInt_n010_ds_04.txt	2220.00		1990.000	158.104		0.000	0.000
RanInt_n010_ds_05.txt	2070.00		1817.200	231.145		0.000	0.000
RanInt_n010_ds_06.txt	2162.00		1961.600	183.431		0.000	0.000
RanInt_n010_ds_07.txt	2234.00		1811.200	251.102		0.000	0.000
RanInt_n010_ds_08.txt	2074.00		1799.200	207.212		0.000	0.000
RanInt_n010_ds_09.txt	2414.00		2022.800	232.972		0.000	0.000
RanInt_n010_ds_10.txt	2072.00		1742.000	230.155		0.000	0.000
RanInt_n010_ss_01.txt	2172.00		2095.200	68.101		0.000	0.000
RanInt_n010_ss_02.txt	2188.00		1858.400	255.053		0.000	0.000
RanInt_n010_ss_03.txt	2306.00		2150.000	136.792		0.000	0.000
RanInt_n010_ss_04.txt	1808.00		1675.200	107.567		0.000	0.000
RanInt_n010_ss_05.txt	1974.00		1795.600	142.635		0.000	0.000
RanInt_n010_ss_06.txt	2144.00		1906.000	179.635		0.000	0.000
RanInt_n010_ss_07.txt	2126.00		1861.200	181.062		0.000	0.000
RanInt_n010_ss_08.txt	2042.00		1866.800	102.244		0.000	0.000
RanInt_n010_ss_09.txt	2318.00		2082.800	246.436		0.000	0.000
RanInt_n010_ss_10.txt	2064.00		1874.800	179.098		0.000	0.000
RanInt_n012_ds_01.txt	1608.00		1379.200	176.851		0.000	0.000
RanInt_n012_ds_02.txt	1502.00		1200.400	161.411		0.000	0.000
RanInt_n012_ds_03.txt	1484.00		1371.600	86.241		0.000	0.000
RanInt_n012_ds_04.txt	1452.00		1357.600	86.675		0.000	0.000
RanInt_n012_ds_05.txt	1898.00		1480.800	249.279		0.000	0.000
RanInt_n012_ds_06.txt	1604.00		1311.600	217.699		0.000	0.000
RanInt_n012_ds_07.txt	1610.00		1210.000	249.476		0.000	0.000
RanInt_n012_ds_08.txt	1592.00		1099.600	261.920		0.000	0.000
RanInt_n012_ds_09.txt	1746.00		1351.600	221.162		0.000	0.000
RanInt_n012_ds_10.txt	1540.00		1360.000	181.249		0.000	0.000
RanInt_n012_ss_01.txt	1664.00		1402.800	173.203		0.000	0.000
RanInt_n012_ss_02.txt	1398.00		1064.000	237.268		0.000	0.000
RanInt_n012_ss_03.txt	1780.00		1266.400	282.697		0.000	0.000
RanInt_n012_ss_04.txt	1378.00		1207.200	136.321		0.000	0.000
RanInt_n012_ss_05.txt	1160.00		1047.200	109.373		0.000	0.000
RanInt_n012_ss_06.txt	1260.00		1081.200	158.253		0.000	0.000
